id,time,preprocess_data,train_model,num_topics,what_data,train_nmf,nmf_random_state,nmf_max_features,nmf_n_top_words,train_specter2,train_lda
1,Sat Feb 22 22:27:55 2025
2,Sat Feb 22 22:29:09 2025,False,False,5
3,Sat Feb 22 22:29:39 2025,False,False,5
4,Sat Feb 22 22:31:51 2025,False,False,5
5,Sat Feb 22 22:32:32 2025,False,False,5
6,Sat Feb 22 22:46:37 2025,False,True,5
7,Sat Feb 22 22:47:06 2025,False,True,5
8,Mon Feb 24 09:47:50 2025,True,False,5
9,Mon Feb 24 09:48:13 2025,True,False,5
10,Mon Feb 24 10:12:11 2025,False,True,5,stemmed
11,Mon Feb 24 11:28:41 2025,False,True,5,stemmed
12,Mon Feb 24 11:34:59 2025,False,False,5,stemmed
13,Mon Feb 24 11:37:53 2025,False,True,10,stemmed
14,Mon Feb 24 11:50:23 2025,False,True,10,stemmed
15,Mon Feb 24 11:50:45 2025,False,True,10,stemmed
7511041243,Mon Feb 24 11:53:14 2025,False,True,10,stemmed
1646700717,Mon Feb 24 11:54:06 2025,False,True,10,stemmed
7276900960,Mon Feb 24 11:58:13 2025,False,True,10,cleaned
2220919255,Mon Feb 24 14:24:45 2025,False,True,10,cleaned
4662832435,Mon Feb 24 14:28:44 2025,False,True,10,cleaned
7881136148,Mon Feb 24 14:29:25 2025,False,True,10,cleaned
3783808003,Mon Feb 24 14:30:52 2025,False,True,10,cleaned
5230138074,Mon Feb 24 14:36:31 2025,False,True,10,cleaned
8271510711,Mon Feb 24 14:39:14 2025,False,True,10,cleaned
3193236517,Mon Feb 24 15:10:44 2025,True,False,10,stemmed
7606765788,Mon Feb 24 15:23:09 2025,True,False,10,stemmed
1430287067,Mon Feb 24 15:25:39 2025,False,True,10,stemmed
4447509475,Mon Feb 24 15:27:54 2025,False,True,10,stemmed
8495005837,Mon Feb 24 15:29:12 2025,False,True,10,stemmed
4900326285,Mon Feb 24 15:29:37 2025,False,True,10,stemmed
1285842042,Mon Feb 24 15:36:15 2025,False,True,10,stemmed
9816311276,Mon Feb 24 15:31:31 2025,False,True,10,stemmed
6983457192,Mon Feb 24 15:32:03 2025,False,True,10,stemmed
6448377292,Mon Feb 24 15:45:00 2025,False,True,10,stemmed
3173433362,Mon Feb 24 15:47:02 2025,False,True,10,stemmed
2820911089,Mon Feb 24 15:47:26 2025,False,True,10,stemmed
1861397612,Mon Feb 24 15:48:04 2025,False,True,10,stemmed
3742177008,Mon Feb 24 15:51:12 2025,False,True,10,stemmed
4575903620,Mon Feb 24 15:55:10 2025,False,True,10,stemmed
1253082409,Thu Feb 27 22:33:29 2025,False,True,10,stemmed,False,False
4014230839,Thu Feb 27 22:34:12 2025,False,True,10,stemmed,False,True
9200734598,Thu Feb 27 22:38:18 2025,False,True,10,stemmed,False,42,1000,10,False,True
9473394320,Tue Mar  4 20:24:48 2025,False,True,10,stemmed,False,42,1000,10,False,True
6599549818,Wed Mar  5 10:43:35 2025,False,True,10,stemmed,42,1000,10,False,False,False
9113608909,Wed Mar  5 13:00:40 2025,True,True,10,stemmed,42,1000,10,False,False,False
2583467673,Wed Mar  5 13:04:25 2025,True,True,10,stemmed,42,1000,10,False,False,False
3281761101,Wed Mar  5 23:21:38 2025,False,True,10,stemmed,42,1000,10,False,False,False
6420195449,Wed Mar  5 23:45:10 2025,False,True,10,stemmed,42,1000,10,True,False,False
6071542766,Wed Mar  5 23:46:19 2025,False,True,10,stemmed,42,1000,10,True,False,False
6841715641,Thu Mar  6 17:23:00 2025,False,True,10,stemmed,42,1000,10,True,False,False
5694260457,Thu Mar  6 17:24:07 2025,False,True,10,stemmed,42,1000,10,True,False,False
6425920827,Thu Mar  6 17:40:04 2025,False,True,10,stemmed,42,1000,10,True,False,False
7278593462,Thu Mar  6 17:48:04 2025,False,True,10,stemmed,42,1000,10,True,False,False
2283721830,Fri Mar  7 10:16:51 2025,False,True,10,stemmed,42,1000,10,False,True,False
1925352208,Sun Mar  9 15:04:11 2025,False,True,10,stemmed,42,1000,10,False,False,False
4547813399,Wed Mar 12 11:15:31 2025,False,True,10,stemmed,42,1000,10,False,False,False
8893105449,Thu Mar 13 13:11:22 2025,True,False,10,stemmed,42,1000,10,False,False,False
7112786347,Thu Mar 13 13:15:05 2025,True,False,10,stemmed,42,1000,10,False,False,False
2418438043,Thu Mar 13 13:25:42 2025,False,True,10,stemmed,42,1000,10,True,True,True
