Source,topic_int,labels_layer,topic_names
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,28,28_til_og_danmark_sweco,28_til_og_danmark_sweco
Reg Media,-1,Noise,Noise
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,33,33_vi_er_det_og,33_vi_er_det_og
Reg Media,25,25_price_energinet_electr_island,25_price_energinet_electr_island
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,-1,Noise,Noise
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,42,42_project_energi_island_bornholm,42_project_energi_island_bornholm
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,32,32_til_og_sweco_danmark,32_til_og_sweco_danmark
Reg Media,18,18_energi_island_project_nuclear,18_energi_island_project_nuclear
Reg Media,37,37_ship_island_tonn_sea,37_ship_island_tonn_sea
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,16,16_energi_agreement_wind_heat,16_energi_agreement_wind_heat
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,37,37_ship_island_tonn_sea,37_ship_island_tonn_sea
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,19,19_island_energi_sea_det,19_island_energi_sea_det
Reg Media,25,25_price_energinet_electr_island,25_price_energinet_electr_island
Reg Media,-1,Noise,Noise
Reg Media,41,41_af_en_og_regeringsgrundlaget,41_af_en_og_regeringsgrundlaget
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,43,43_co2_climat_2030_bioga,43_co2_climat_2030_bioga
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,-1,Noise,Noise
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,46,46_det_er_der_en,46_det_er_der_en
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,35,35_water_wind_nordsen_af,35_water_wind_nordsen_af
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,46,46_det_er_der_en,46_det_er_der_en
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,19,19_island_energi_sea_det,19_island_energi_sea_det
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,32,32_til_og_sweco_danmark,32_til_og_sweco_danmark
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,42,42_project_energi_island_bornholm,42_project_energi_island_bornholm
Reg Media,14,14_hydrogen_wind_product_methanol,14_hydrogen_wind_product_methanol
Reg Media,46,46_det_er_der_en,46_det_er_der_en
Reg Media,35,35_water_wind_nordsen_af,35_water_wind_nordsen_af
Reg Media,31,31_wind_system_energi_dn,31_wind_system_energi_dn
Reg Media,14,14_hydrogen_wind_product_methanol,14_hydrogen_wind_product_methanol
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,45,45_materi_power_electr_kjeld,45_materi_power_electr_kjeld
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,25,25_price_energinet_electr_island,25_price_energinet_electr_island
Reg Media,28,28_til_og_danmark_sweco,28_til_og_danmark_sweco
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,-1,Noise,Noise
Reg Media,33,33_vi_er_det_og,33_vi_er_det_og
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,-1,Noise,Noise
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,2,2_system_power_offshor_wind,2_system_power_offshor_wind
Reg Media,-1,Noise,Noise
Reg Media,36,36_af_cour_la_hydrogen,36_af_cour_la_hydrogen
Reg Media,-1,Noise,Noise
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,41,41_af_en_og_regeringsgrundlaget,41_af_en_og_regeringsgrundlaget
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,-1,Noise,Noise
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,16,16_energi_agreement_wind_heat,16_energi_agreement_wind_heat
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,36,36_af_cour_la_hydrogen,36_af_cour_la_hydrogen
Reg Media,16,16_energi_agreement_wind_heat,16_energi_agreement_wind_heat
Reg Media,17,17_wind_offshor_hydrogen_project,17_wind_offshor_hydrogen_project
Reg Media,14,14_hydrogen_wind_product_methanol,14_hydrogen_wind_product_methanol
Reg Media,-1,Noise,Noise
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,36,36_af_cour_la_hydrogen,36_af_cour_la_hydrogen
Reg Media,14,14_hydrogen_wind_product_methanol,14_hydrogen_wind_product_methanol
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,-1,Noise,Noise
Reg Media,30,30_microgrid_system_oper_power,30_microgrid_system_oper_power
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,32,32_til_og_sweco_danmark,32_til_og_sweco_danmark
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,14,14_hydrogen_wind_product_methanol,14_hydrogen_wind_product_methanol
Reg Media,-1,Noise,Noise
Reg Media,39,39_hydrogen_rvv_heat_wind,39_hydrogen_rvv_heat_wind
Reg Media,-1,Noise,Noise
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,7,7_wind_electr_turbin_offshor,7_wind_electr_turbin_offshor
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,36,36_af_cour_la_hydrogen,36_af_cour_la_hydrogen
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,19,19_island_energi_sea_det,19_island_energi_sea_det
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,-1,Noise,Noise
Reg Media,25,25_price_energinet_electr_island,25_price_energinet_electr_island
Reg Media,46,46_det_er_der_en,46_det_er_der_en
Reg Media,17,17_wind_offshor_hydrogen_project,17_wind_offshor_hydrogen_project
Reg Media,17,17_wind_offshor_hydrogen_project,17_wind_offshor_hydrogen_project
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,29,29_color_nuclear_wind_energi,29_color_nuclear_wind_energi
Reg Media,19,19_island_energi_sea_det,19_island_energi_sea_det
Reg Media,17,17_wind_offshor_hydrogen_project,17_wind_offshor_hydrogen_project
Reg Media,-1,Noise,Noise
Reg Media,16,16_energi_agreement_wind_heat,16_energi_agreement_wind_heat
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,37,37_ship_island_tonn_sea,37_ship_island_tonn_sea
Reg Media,20,20_heat_energi_bornholm_hydrogen,20_heat_energi_bornholm_hydrogen
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,41,41_af_en_og_regeringsgrundlaget,41_af_en_og_regeringsgrundlaget
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,-1,Noise,Noise
Reg Media,29,29_color_nuclear_wind_energi,29_color_nuclear_wind_energi
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,-1,Noise,Noise
Reg Media,7,7_wind_electr_turbin_offshor,7_wind_electr_turbin_offshor
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,-1,Noise,Noise
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,41,41_af_en_og_regeringsgrundlaget,41_af_en_og_regeringsgrundlaget
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,42,42_project_energi_island_bornholm,42_project_energi_island_bornholm
Reg Media,42,42_project_energi_island_bornholm,42_project_energi_island_bornholm
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,33,33_vi_er_det_og,33_vi_er_det_og
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,-1,Noise,Noise
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,-1,Noise,Noise
Reg Media,42,42_project_energi_island_bornholm,42_project_energi_island_bornholm
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,37,37_ship_island_tonn_sea,37_ship_island_tonn_sea
Reg Media,7,7_wind_electr_turbin_offshor,7_wind_electr_turbin_offshor
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,43,43_co2_climat_2030_bioga,43_co2_climat_2030_bioga
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,-1,Noise,Noise
Reg Media,14,14_hydrogen_wind_product_methanol,14_hydrogen_wind_product_methanol
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,33,33_vi_er_det_og,33_vi_er_det_og
Reg Media,46,46_det_er_der_en,46_det_er_der_en
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,1,1_bornholm_island_energi_busi,1_bornholm_island_energi_busi
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,-1,Noise,Noise
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,-1,Noise,Noise
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,10,10_energi_island_agreement_dkk,10_energi_island_agreement_dkk
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,7,7_wind_electr_turbin_offshor,7_wind_electr_turbin_offshor
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,-1,Noise,Noise
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,40,40_fund_energi_rsted_receiv,40_fund_energi_rsted_receiv
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,33,33_vi_er_det_og,33_vi_er_det_og
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,7,7_wind_electr_turbin_offshor,7_wind_electr_turbin_offshor
Reg Media,36,36_af_cour_la_hydrogen,36_af_cour_la_hydrogen
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,36,36_af_cour_la_hydrogen,36_af_cour_la_hydrogen
Reg Media,40,40_fund_energi_rsted_receiv,40_fund_energi_rsted_receiv
Reg Media,-1,Noise,Noise
Reg Media,27,27_bornholm_say_energi_visual,27_bornholm_say_energi_visual
Reg Media,23,23_busi_bornholm_park_municip,23_busi_bornholm_park_municip
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,0,0_bornholm_er_og_energi,0_bornholm_er_og_energi
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,22,22_budget_save_municip_million,22_budget_save_municip_million
Reg Media,13,13_bornholm_labor_compani_busi,13_bornholm_labor_compani_busi
Reg Media,2,2_system_power_offshor_wind,2_system_power_offshor_wind
Reg Media,34,34_municip_tax_case_bornholm,34_municip_tax_case_bornholm
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
Reg Media,6,6_bornholm_energi_jacob_mayor,6_bornholm_energi_jacob_mayor
Reg Media,9,9_bornholm_museum_archaeologist_municip,9_bornholm_museum_archaeologist_municip
Reg Media,5,5_jeg_municip_bornholm_og,5_jeg_municip_bornholm_og
