topic_int,topic_names,Source
6,wind turbin,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
6,wind turbin,Sci Media
5,renew energi,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
9,abstract avail,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
6,wind turbin,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
9,abstract avail,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
3,offshor wind,Sci Media
8,north sea,Sci Media
6,wind turbin,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
2,municip council,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
6,wind turbin,Sci Media
8,north sea,Sci Media
2,municip council,Sci Media
9,abstract avail,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
3,offshor wind,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
6,wind turbin,Sci Media
5,renew energi,Sci Media
8,north sea,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
9,abstract avail,Sci Media
8,north sea,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
9,abstract avail,Sci Media
8,north sea,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
3,offshor wind,Sci Media
3,offshor wind,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
8,north sea,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
5,renew energi,Sci Media
1,offshor grid,Sci Media
1,offshor grid,Sci Media
5,renew energi,Sci Media
8,north sea,Sci Media
5,renew energi,Sci Media
9,abstract avail,Sci Media
1,offshor grid,Sci Media
8,north sea,Sci Media
1,offshor grid,Sci Media
