Source,topic_int,labels_layer,topic_names
Reg Media,24,24_bornholm_cultur_make_also,24_bornholm_cultur_make_also
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,23,23_bornholm_municip_tax_nuclear,23_bornholm_municip_tax_nuclear
Reg Media,40,40_bornholm_energi_ptx_industri,40_bornholm_energi_ptx_industri
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,36,36_billion_state_project_energi,36_billion_state_project_energi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,23,23_bornholm_municip_tax_nuclear,23_bornholm_municip_tax_nuclear
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,25,25_energi_connect_electr_wind,25_energi_connect_electr_wind
Reg Media,38,38_local_bornholm_also_land,38_local_bornholm_also_land
Reg Media,24,24_bornholm_cultur_make_also,24_bornholm_cultur_make_also
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,38,38_local_bornholm_also_land,38_local_bornholm_also_land
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,38,38_local_bornholm_also_land,38_local_bornholm_also_land
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,22,22_bornholm_wind_project_energi,22_bornholm_wind_project_energi
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,25,25_energi_connect_electr_wind,25_energi_connect_electr_wind
Reg Media,22,22_bornholm_wind_project_energi,22_bornholm_wind_project_energi
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,18,18_area_price_wind_sea,18_area_price_wind_sea
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,19,19_green_bornholm_hydrogen_nato,19_green_bornholm_hydrogen_nato
Reg Media,-1,Noise,Noise
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,38,38_local_bornholm_also_land,38_local_bornholm_also_land
Reg Media,32,32_green_cabl_bornholm_ship,32_green_cabl_bornholm_ship
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,32,32_green_cabl_bornholm_ship,32_green_cabl_bornholm_ship
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,24,24_bornholm_cultur_make_also,24_bornholm_cultur_make_also
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,19,19_green_bornholm_hydrogen_nato,19_green_bornholm_hydrogen_nato
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,18,18_area_price_wind_sea,18_area_price_wind_sea
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,40,40_bornholm_energi_ptx_industri,40_bornholm_energi_ptx_industri
Reg Media,18,18_area_price_wind_sea,18_area_price_wind_sea
Reg Media,-1,Noise,Noise
Reg Media,4,4_og_er_til_det,4_og_er_til_det
Reg Media,-1,Noise,Noise
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,-1,Noise,Noise
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,-1,Noise,Noise
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,38,38_local_bornholm_also_land,38_local_bornholm_also_land
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,24,24_bornholm_cultur_make_also,24_bornholm_cultur_make_also
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,22,22_bornholm_wind_project_energi,22_bornholm_wind_project_energi
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,26,26_energi_wind_project_island,26_energi_wind_project_island
Reg Media,18,18_area_price_wind_sea,18_area_price_wind_sea
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,25,25_energi_connect_electr_wind,25_energi_connect_electr_wind
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,40,40_bornholm_energi_ptx_industri,40_bornholm_energi_ptx_industri
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,22,22_bornholm_wind_project_energi,22_bornholm_wind_project_energi
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,23,23_bornholm_municip_tax_nuclear,23_bornholm_municip_tax_nuclear
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,38,38_local_bornholm_also_land,38_local_bornholm_also_land
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,10,10_bornholm_municip_heat_need,10_bornholm_municip_heat_need
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,1,1_island_gw_energi_wind,1_island_gw_energi_wind
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,40,40_bornholm_energi_ptx_industri,40_bornholm_energi_ptx_industri
Reg Media,24,24_bornholm_cultur_make_also,24_bornholm_cultur_make_also
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,19,19_green_bornholm_hydrogen_nato,19_green_bornholm_hydrogen_nato
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,22,22_bornholm_wind_project_energi,22_bornholm_wind_project_energi
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,-1,Noise,Noise
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,-1,Noise,Noise
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,40,40_bornholm_energi_ptx_industri,40_bornholm_energi_ptx_industri
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,19,19_green_bornholm_hydrogen_nato,19_green_bornholm_hydrogen_nato
Reg Media,33,33_bornholm_energi_island_citizen,33_bornholm_energi_island_citizen
Reg Media,23,23_bornholm_municip_tax_nuclear,23_bornholm_municip_tax_nuclear
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,-1,Noise,Noise
Reg Media,26,26_energi_wind_project_island,26_energi_wind_project_island
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,11,11_bornholm_green_harbor_energi,11_bornholm_green_harbor_energi
Reg Media,13,13_bornholm_island_also_energi,13_bornholm_island_also_energi
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,43,43_bornholm_wind_port_energi,43_bornholm_wind_port_energi
Reg Media,-1,Noise,Noise
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,44,44_municip_park_council_also,44_municip_park_council_also
Reg Media,36,36_billion_state_project_energi,36_billion_state_project_energi
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,22,22_bornholm_wind_project_energi,22_bornholm_wind_project_energi
Reg Media,26,26_energi_wind_project_island,26_energi_wind_project_island
Reg Media,28,28_compani_bornholm_ferri_electrolysi,28_compani_bornholm_ferri_electrolysi
Reg Media,32,32_green_cabl_bornholm_ship,32_green_cabl_bornholm_ship
Reg Media,1,1_island_gw_energi_wind,1_island_gw_energi_wind
Reg Media,24,24_bornholm_cultur_make_also,24_bornholm_cultur_make_also
Reg Media,26,26_energi_wind_project_island,26_energi_wind_project_island
Reg Media,36,36_billion_state_project_energi,36_billion_state_project_energi
Reg Media,35,35_bornholm_hydrogen_light_busi,35_bornholm_hydrogen_light_busi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,1,1_island_gw_energi_wind,1_island_gw_energi_wind
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,40,40_bornholm_energi_ptx_industri,40_bornholm_energi_ptx_industri
Reg Media,1,1_island_gw_energi_wind,1_island_gw_energi_wind
Reg Media,5,5_budget_municip_bornholm_say,5_budget_municip_bornholm_say
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,1,1_island_gw_energi_wind,1_island_gw_energi_wind
Reg Media,1,1_island_gw_energi_wind,1_island_gw_energi_wind
Reg Media,18,18_area_price_wind_sea,18_area_price_wind_sea
Reg Media,30,30_fund_2030_energi_wind,30_fund_2030_energi_wind
Reg Media,14,14_bornholm_wind_energi_offshor,14_bornholm_wind_energi_offshor
Reg Media,29,29_energi_island_wind_project,29_energi_island_wind_project
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,21,21_bornholm_comput_energi_wind,21_bornholm_comput_energi_wind
Reg Media,18,18_area_price_wind_sea,18_area_price_wind_sea
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,20,20_hydrogen_cool_bornholm_green,20_hydrogen_cool_bornholm_green
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,6,6_bornholm_co2_defens_busi,6_bornholm_co2_defens_busi
Reg Media,0,0_municip_energinet_plant_say,0_municip_energinet_plant_say
Reg Media,4,4_og_er_til_det,4_og_er_til_det
Sci Media,2,2_hvdc_grid_control_system,2_hvdc_grid_control_system
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,17,17_energi_heat_island_system,17_energi_heat_island_system
Sci Media,34,34_energi_system_renew_integr,34_energi_system_renew_integr
Sci Media,37,37_system_carbon_energi_oper,37_system_carbon_energi_oper
Sci Media,7,7_grid_offshor_wind_transmiss,7_grid_offshor_wind_transmiss
Sci Media,27,27_microgrid_control_system_stabil,27_microgrid_control_system_stabil
Sci Media,7,7_grid_offshor_wind_transmiss,7_grid_offshor_wind_transmiss
Sci Media,4,4_og_er_til_det,4_og_er_til_det
Sci Media,7,7_grid_offshor_wind_transmiss,7_grid_offshor_wind_transmiss
Sci Media,27,27_microgrid_control_system_stabil,27_microgrid_control_system_stabil
Sci Media,4,4_og_er_til_det,4_og_er_til_det
Sci Media,2,2_hvdc_grid_control_system,2_hvdc_grid_control_system
Sci Media,9,9_convert_control_stabil_grid,9_convert_control_stabil_grid
Sci Media,31,31_system_power_control_mode,31_system_power_control_mode
Sci Media,4,4_og_er_til_det,4_og_er_til_det
Sci Media,39,39_control_convert_system_imped,39_control_convert_system_imped
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,2,2_hvdc_grid_control_system,2_hvdc_grid_control_system
Sci Media,27,27_microgrid_control_system_stabil,27_microgrid_control_system_stabil
Sci Media,41,41_renew_system_energi_storag,41_renew_system_energi_storag
Sci Media,4,4_og_er_til_det,4_og_er_til_det
Sci Media,9,9_convert_control_stabil_grid,9_convert_control_stabil_grid
Sci Media,17,17_energi_heat_island_system,17_energi_heat_island_system
Sci Media,-1,Noise,Noise
Sci Media,34,34_energi_system_renew_integr,34_energi_system_renew_integr
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,7,7_grid_offshor_wind_transmiss,7_grid_offshor_wind_transmiss
Sci Media,-1,Noise,Noise
Sci Media,37,37_system_carbon_energi_oper,37_system_carbon_energi_oper
Sci Media,2,2_hvdc_grid_control_system,2_hvdc_grid_control_system
Sci Media,17,17_energi_heat_island_system,17_energi_heat_island_system
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,27,27_microgrid_control_system_stabil,27_microgrid_control_system_stabil
Sci Media,42,42_microgrid_renew_system_sourc,42_microgrid_renew_system_sourc
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,2,2_hvdc_grid_control_system,2_hvdc_grid_control_system
Sci Media,27,27_microgrid_control_system_stabil,27_microgrid_control_system_stabil
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,4,4_og_er_til_det,4_og_er_til_det
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
Sci Media,3,3_offshor_grid_legal_wind,3_offshor_grid_legal_wind
